query_id,species_key,recordist,top1_match,max_similarity_score,AP@10,Recall@10,Precision@10
806242,Aethopyga_siparaja,Ding Li Yong,1,0.6207730770111084,0.4126984126984127,0.2777777777777778,0.5
203106,Aethopyga_siparaja,Surya Fajriani,1,0.6396714448928833,0.6468253968253969,0.3888888888888889,0.7
930796,Aethopyga_siparaja,Ding Li Yong,1,0.585879385471344,0.6582142857142856,0.4444444444444444,0.8
19050,Aethopyga_siparaja,Sander Pieterse &amp; Ben Wielstra,1,0.6427476406097412,0.815436507936508,0.5,0.9
894701,Aethopyga_siparaja,Ding Li Yong,0,0.6157201528549194,0.20674603174603173,0.2777777777777778,0.5
106117,Batrachostomus_cornutus,Bram Demeulemeester,1,0.5551795959472656,0.31269841269841264,0.45454545454545453,0.5
106118,Batrachostomus_cornutus,Bram Demeulemeester,0,0.6045721173286438,0.0,0.0,0.0
106120,Batrachostomus_cornutus,Bram Demeulemeester,0,0.6301184892654419,0.0,0.0,0.0
618795,Brachypteryx_montana,Teus Luijendijk,1,0.6131675243377686,0.8354365079365079,0.34615384615384615,0.9
90803,Brachypteryx_montana,Fabian Ducry &amp; David Marques,1,0.6829960942268372,0.8521031746031748,0.34615384615384615,0.9
431514,Brachypteryx_montana,Brian Cox,0,0.632276177406311,0.0,0.0,0.0
70339,Brachypteryx_montana,David Gibbs,1,0.6138947010040283,0.5014285714285714,0.2692307692307692,0.7
618731,Brachypteryx_montana,Teus Luijendijk,1,0.7727758884429932,1.0,0.38461538461538464,1.0
943916,Carpococcyx_viridis,Kim Chuah Lim,1,0.6167734861373901,0.7142857142857143,0.7142857142857143,0.5
56936,Carpococcyx_viridis,Fabian Ducry &amp; David Marques,1,0.7296842932701111,0.6607142857142857,0.7142857142857143,0.5
39501,Carpococcyx_viridis,Brian Cox,1,0.6504185199737549,0.5714285714285714,0.5714285714285714,0.4
56937,Carpococcyx_viridis,Fabian Ducry &amp; David Marques,1,0.6587997674942017,0.5428571428571428,0.5714285714285714,0.4
196215,Carpococcyx_viridis,yann muzika,1,0.6750563383102417,0.7142857142857143,0.7142857142857143,0.5
56938,Carpococcyx_viridis,Fabian Ducry &amp; David Marques,0,0.614955484867096,0.11224489795918366,0.42857142857142855,0.3
943912,Carpococcyx_viridis,Kim Chuah Lim,1,0.6847522258758545,0.7142857142857143,0.7142857142857143,0.5
85992,Carpococcyx_viridis,John Gregory,1,0.7164949178695679,0.5714285714285714,0.5714285714285714,0.4
894950,Dicaeum_trigonostigma,Ding Li Yong,1,0.6216990351676941,0.78,0.42105263157894735,0.8
