query_id,species_key,recordist,top1_match,max_similarity_score,AP@10,Recall@10,Precision@10
806242,Aethopyga_siparaja,Ding Li Yong,0,0.38809460401535034,0.0,0.0,0.0
203106,Aethopyga_siparaja,Surya Fajriani,0,0.40320271253585815,0.0365079365079365,0.1111111111111111,0.2
930796,Aethopyga_siparaja,Ding Li Yong,0,0.5117945671081543,0.0,0.0,0.0
19050,Aethopyga_siparaja,Sander Pieterse &amp; Ben Wielstra,0,0.3748614192008972,0.05357142857142857,0.1111111111111111,0.2
894701,Aethopyga_siparaja,Ding Li Yong,0,0.4813653826713562,0.016666666666666666,0.05555555555555555,0.1
106117,Batrachostomus_cornutus,Bram Demeulemeester,0,0.36064547300338745,0.0,0.0,0.0
106118,Batrachostomus_cornutus,Bram Demeulemeester,0,0.39954036474227905,0.0,0.0,0.0
106120,Batrachostomus_cornutus,Bram Demeulemeester,0,0.3940684199333191,0.0,0.0,0.0
618795,Brachypteryx_montana,Teus Luijendijk,0,0.3505297303199768,0.025,0.038461538461538464,0.1
90803,Brachypteryx_montana,Fabian Ducry &amp; David Marques,0,0.49107661843299866,0.014285714285714285,0.038461538461538464,0.1
431514,Brachypteryx_montana,Brian Cox,0,0.5838042497634888,0.025,0.038461538461538464,0.1
70339,Brachypteryx_montana,David Gibbs,0,0.39841485023498535,0.01,0.038461538461538464,0.1
618731,Brachypteryx_montana,Teus Luijendijk,0,0.34908580780029297,0.0,0.0,0.0
943916,Carpococcyx_viridis,Kim Chuah Lim,0,0.4118524193763733,0.0,0.0,0.0
56936,Carpococcyx_viridis,Fabian Ducry &amp; David Marques,0,0.3781757354736328,0.0,0.0,0.0
39501,Carpococcyx_viridis,Brian Cox,0,0.5123539566993713,0.0,0.0,0.0
56937,Carpococcyx_viridis,Fabian Ducry &amp; David Marques,0,0.5285009145736694,0.0,0.0,0.0
196215,Carpococcyx_viridis,yann muzika,0,0.45911920070648193,0.014285714285714287,0.14285714285714285,0.1
56938,Carpococcyx_viridis,Fabian Ducry &amp; David Marques,0,0.4249836802482605,0.0,0.0,0.0
943912,Carpococcyx_viridis,Kim Chuah Lim,0,0.42356401681900024,0.0,0.0,0.0
85992,Carpococcyx_viridis,John Gregory,0,0.525348424911499,0.0,0.0,0.0
894950,Dicaeum_trigonostigma,Ding Li Yong,0,0.4764518141746521,0.0,0.0,0.0
34523,Dicaeum_trigonostigma,Tjalle Boorsma,0,0.3977048695087433,0.06666666666666667,0.10526315789473684,0.2
648922,Dicaeum_trigonostigma,Ding Li Yong,0,0.38366734981536865,0.014285714285714285,0.05263157894736842,0.1
431494,Dicrurus_hottentottus,Brian Cox,0,0.4140835106372833,0.065,0.09090909090909091,0.2
176899,Dicrurus_hottentottus,Peter Wilton,0,0.34059029817581177,0.041666666666666664,0.09090909090909091,0.2
931276,Dicrurus_hottentottus,Ding Li Yong,0,0.6229014992713928,0.0,0.0,0.0
924367,Dicrurus_hottentottus,Ding Li Yong,0,0.4695729613304138,0.0125,0.045454545454545456,0.1
823280,Dicrurus_hottentottus,Greg Irving,1,0.49063539505004883,0.13333333333333333,0.09090909090909091,0.2
825282,Dicrurus_hottentottus,Greg Irving,0,0.41329866647720337,0.034722222222222224,0.09090909090909091,0.2
825283,Dicrurus_hottentottus,Greg Irving,0,0.4411315321922302,0.016666666666666666,0.045454545454545456,0.1
176898,Dicrurus_hottentottus,Peter Wilton,0,0.4973018169403076,0.0,0.0,0.0
648652,Gypsophila_rufipectus,Ding Li Yong,0,0.44815289974212646,0.01,0.05555555555555555,0.1
497648,Gypsophila_rufipectus,Ding Li Yong,0,0.3311470150947571,0.0,0.0,0.0
23118,Gypsophila_rufipectus,George Wagner,0,0.398645281791687,0.02,0.05555555555555555,0.1
648651,Gypsophila_rufipectus,Ding Li Yong,0,0.40387022495269775,0.0325,0.1111111111111111,0.2
70301,Gypsophila_rufipectus,David Gibbs,1,0.42848095297813416,0.125,0.1111111111111111,0.2
963352,Gypsophila_rufipectus,Daan Drukker,0,0.3388880491256714,0.0,0.0,0.0
497649,Gypsophila_rufipectus,Ding Li Yong,0,0.4649108946323395,0.025,0.05555555555555555,0.1
963345,Gypsophila_rufipectus,Daan Drukker,0,0.37439650297164917,0.01111111111111111,0.05555555555555555,0.1
479600,Halcyon_smyrnensis,Prayitno Goenarto,0,0.43651387095451355,0.0,0.0,0.0
431504,Halcyon_smyrnensis,Brian Cox,0,0.3966137170791626,0.01111111111111111,0.08333333333333333,0.1
537745,Halcyon_smyrnensis,Advento,0,0.43469828367233276,0.03333333333333333,0.08333333333333333,0.1
431502,Halcyon_smyrnensis,Brian Cox,0,0.39111071825027466,0.0,0.0,0.0
